user_id,latitude,longitude,accuracy,provider,timestamp,address,country,province,city,district,street,adcode,town,location_describe,received_at,ip
default_user,31.297469,121.224059,74.7,network,2026-04-17 12:22:22,中国上海市嘉定区安亭镇昌吉东路,中国,上海市,上海市,嘉定区,昌吉东路,310114,安亭镇,在嘉定同济体育中心(嘉定校区)附近,2026-04-17T12:22:25.821841,101.82.104.120
default_user,31.297485,121.224049,68.7,network,2026-04-17 12:22:32,中国上海市嘉定区安亭镇昌吉东路,中国,上海市,上海市,嘉定区,昌吉东路,310114,安亭镇,在嘉定同济体育中心(嘉定校区)附近,2026-04-17T12:22:35.723140,101.82.104.120
default_user,31.297488,121.224099,62.8,network,2026-04-17 12:22:42,中国上海市嘉定区安亭镇昌吉东路,中国,上海市,上海市,嘉定区,昌吉东路,310114,安亭镇,在嘉定同济体育中心(嘉定校区)附近,2026-04-17T12:22:45.689235,101.82.104.120
default_user,31.297488,121.224099,62.8,network,2026-04-17 12:22:42,,,,,,,,,,2026-04-17T12:22:55.629242,101.82.104.120
default_user,31.2975,121.224027,65.3,network,2026-04-17 12:27:52,中国上海市嘉定区安亭镇昌吉东路,中国,上海市,上海市,嘉定区,昌吉东路,310114,安亭镇,在嘉定同济体育中心(嘉定校区)附近,2026-04-17T12:27:56.077090,101.82.104.120
default_user,31.295138,121.230096,248.0,network,2026-04-17 12:32:52,中国上海市嘉定区安亭镇嘉松北路6037号,中国,上海市,上海市,嘉定区,嘉松北路,310114,安亭镇,在庙前桥附近,2026-04-17T12:32:56.007143,101.82.104.120
default_user,31.281617,121.253164,60.3,network,2026-04-17 12:37:52,中国上海市嘉定区安亭镇春浓路39号,中国,上海市,上海市,嘉定区,春浓路,310114,安亭镇,在上海曹安医院附近,2026-04-17T12:37:56.184206,101.82.104.120
default_user,31.273751,121.302082,62.0,network,2026-04-17 12:45:12,中国上海市嘉定区江桥镇翔封路28号,中国,上海市,上海市,嘉定区,翔封路,310114,江桥镇,在上海造币有限公司附近,2026-04-17T12:45:15.902897,101.82.104.120
default_user,31.27185,121.321432,1000.0,network,2026-04-17 12:50:12,中国上海市嘉定区江桥镇曹安路3064号,中国,上海市,上海市,嘉定区,曹安路,310114,江桥镇,在金园五路(地铁站)附近,2026-04-17T12:50:15.757350,101.82.104.120
default_user,31.265367,121.352801,1000.0,network,2026-04-17 12:55:12,中国上海市嘉定区江桥镇曹安路2118,中国,上海市,上海市,嘉定区,曹安路,310114,江桥镇,在嘉怡路(地铁站)附近,2026-04-17T12:55:15.903668,101.82.104.120
default_user,31.260967,121.379763,40.0,network,2026-04-17 13:00:12,中国上海市嘉定区真新街道铜川路2352号,中国,上海市,上海市,嘉定区,铜川路,310114,真新街道,在真新新村(地铁站)附近,2026-04-17T13:00:15.968583,101.82.104.120
default_user,31.256718,121.413572,40.0,network,2026-04-17 13:05:12,中国上海市普陀区石泉路街道铜川路776号,中国,上海市,上海市,普陀区,铜川路,310107,石泉路街道,在真如(地铁站)附近,2026-04-17T13:05:16.217575,101.82.104.120
default_user,31.251115,121.420994,1000.0,network,2026-04-17 13:10:12,中国上海市普陀区曹杨新村街道武宁路746号,中国,上海市,上海市,普陀区,武宁路,310107,曹杨新村街道,在中宁路(地铁站)附近,2026-04-17T13:10:16.175524,101.82.104.120
default_user,31.233108,121.443386,40.0,network,2026-04-17 13:15:12,中国上海市静安区曹家渡街道武宁南路66号,中国,上海市,上海市,静安区,武宁南路,310106,曹家渡街道,在沪中新苑附近,2026-04-17T13:15:16.300713,101.82.104.120
default_user,31.240572,121.43629,66.1,network,2026-04-17 13:20:12,中国上海市普陀区长寿路街道武宁路8弄1号,中国,上海市,上海市,普陀区,武宁路8弄,310107,长寿路街道,在大众河滨大厦附近,2026-04-17T13:20:16.494949,101.82.104.120
default_user,31.240526,121.436281,40.0,network,2026-04-17 13:25:12,中国上海市普陀区长寿路街道武宁路8弄1号,中国,上海市,上海市,普陀区,武宁路8弄,310107,长寿路街道,在大众河滨大厦附近,2026-04-17T13:25:16.480853,101.82.104.120
default_user,31.246424,121.444415,40.0,network,2026-04-17 13:30:16,中国上海市普陀区长寿路街道常德路1223-、1225号,中国,上海市,上海市,普陀区,常德路,310107,长寿路街道,在上海长寿旭辉里附近,2026-04-17T13:30:20.336334,101.82.104.120
default_user,31.248591,121.441006,40.0,network,2026-04-17 13:36:44,中国上海市普陀区长寿路街道常德路812弄3号,中国,上海市,上海市,普陀区,常德路,310107,长寿路街道,在长寿新村附近,2026-04-17T13:36:47.930689,101.82.104.120
default_user,31.248578,121.440973,40.0,network,2026-04-17 13:42:29,中国上海市普陀区长寿路街道常德路812弄3号,中国,上海市,上海市,普陀区,常德路,310107,长寿路街道,在沪西清真寺附近,2026-04-17T13:42:33.623124,101.82.104.120
default_user,31.248584,121.440967,40.0,network,2026-04-17 13:47:31,中国上海市普陀区长寿路街道常德路812弄3号,中国,上海市,上海市,普陀区,常德路,310107,长寿路街道,在沪西清真寺附近,2026-04-17T13:47:35.634861,101.82.104.120
default_user,31.248594,121.440997,40.0,network,2026-04-17 13:56:22,中国上海市普陀区长寿路街道常德路812弄3号,中国,上海市,上海市,普陀区,常德路,310107,长寿路街道,在长寿新村附近,2026-04-17T13:56:26.543168,101.82.104.120
default_user,31.248668,121.440999,40.0,network,2026-04-17 14:02:40,中国上海市普陀区长寿路街道常德路812弄3号,中国,上海市,上海市,普陀区,常德路,310107,长寿路街道,在沪西清真寺附近,2026-04-17T14:02:43.950532,101.82.104.120
default_user,31.247381,121.44521,40.0,network,2026-04-17 14:15:08,中国上海市普陀区长寿路街道长寿路287号,中国,上海市,上海市,普陀区,长寿路,310107,长寿路街道,在上海长寿旭辉里附近,2026-04-17T14:15:12.595424,101.82.104.120
default_user,31.247383,121.445199,40.0,network,2026-04-17 14:21:34,中国上海市普陀区长寿路街道长寿路287号,中国,上海市,上海市,普陀区,长寿路,310107,长寿路街道,在上海长寿旭辉里附近,2026-04-17T14:21:39.389680,101.82.104.120
default_user,31.246399,121.444163,100.0,network,2026-04-17 14:31:34,中国上海市普陀区长寿路街道长寿路393号,中国,上海市,上海市,普陀区,长寿路,310107,长寿路街道,在宝华大厦附近,2026-04-17T14:31:38.402001,101.82.104.120
default_user,31.238197,121.438387,40.0,network,2026-04-17 14:41:34,中国上海市静安区曹家渡街道武宁南路393号,中国,上海市,上海市,静安区,武宁南路,310106,曹家渡街道,在达安花园附近,2026-04-17T14:41:38.318965,101.82.104.120
default_user,31.257256,121.404749,1000.0,network,2026-04-17 14:51:34,中国上海市普陀区真如镇街道大渡河路1765号,中国,上海市,上海市,普陀区,大渡河路,310107,真如镇街道,在阳光西班牙附近,2026-04-17T14:51:38.434163,101.82.104.120
default_user,31.271564,121.321192,1000.0,network,2026-04-17 15:01:34,中国上海市嘉定区江桥镇曹安公路2991号,中国,上海市,上海市,嘉定区,曹安公路,310114,江桥镇,在金园五路(地铁站)附近,2026-04-17T15:01:38.598437,101.82.104.120
default_user,31.274249,121.301498,64.3,network,2026-04-17 15:11:37,中国上海市嘉定区江桥镇翔封路6号,中国,上海市,上海市,嘉定区,翔封路,310114,江桥镇,在易众酒店(上海封浜地铁站店)附近,2026-04-17T15:11:40.763935,101.82.104.120
default_user,31.281012,121.254971,73.2,network,2026-04-17 15:21:37,中国上海市嘉定区安亭镇曹安公路4282,中国,上海市,上海市,嘉定区,曹安公路,310114,安亭镇,在上海北斗星泵业有限公司附近,2026-04-17T15:21:40.861641,101.82.104.120
default_user,31.297464,121.224179,64.7,network,2026-04-17 15:32:09,中国上海市嘉定区安亭镇昌吉东路,中国,上海市,上海市,嘉定区,昌吉东路,310114,安亭镇,在同济大学嘉定校区学生公寓-18号楼附近,2026-04-17T15:32:13.320293,101.82.104.120
